"bigT","HRStar"
0,0.529681271685607
8.16702283335017,0.696757348133239
3.63961749120763,0.616574083799372
11.14635214964,0.767451509167821
0,1
0,1
0,1
0,1
4.46385270647723,0.972519564954835
0,0.863117982383976
3.38509594724754,0.719347390472169
3.71513081672467,0.886691394557002
2.96790085303394,0.768965013536233
6.09584030673067,0.674512712265774
5.42806279153992,0.53812176302109
6.7748108755989,0.516365497349587
2.30313987931858,0.988129463441916
0,0.85152236690158
0,0.970689179747142
0,1
0,1
0,0.567786264006358
1.38423891990479,0.561375787270174
0,0.702712156604661
0,1
3.3421221902407,0.758907370132656
0,1
8.91338094701268,0.566178692609423
0,0.691259608286632
5.38789465234613,0.779650510681211
8.36665488693298,0.757837360939707
0,0.663997898737191
0,1
1.64054366148907,0.688334697827406
3.91152387827113,0.697998511167956
0,1
0,1
0,0.841004380058957
0,0.867080718690961
0,0.880782510965398
0,1
0,0.593267321412344
0,0.662897970865439
0,1.07261079768581
0,0.760854597388307
0,1
0,0.892631240882063
0,1
0,1
0,1
2.32618838630698,0.916577628701119
5.83827827347719,0.699877175514878
0,0.742763313535164
10.5320812468535,0.801001023356674
4.6955850421872,0.670795685443529
0,0.821618777977496
0,0.957377080354198
6.26187902796326,0.745871915529237
0,0.707460576329529
0,0.565160608712304
0,0.870049308334282
0,1
0,1
2.2183483946052,0.954270145828547
0,1
3.98819157905958,0.696366050520099
0,1
0,0.725633027549294
0,0.688664277910072
0,0.622855550332795
0,0.914456996357798
3.49462853597482,0.560605129549671
0,1
5.76588642423982,0.832830559208461
3.72795127208289,0.692395994559049
0,0.857595101065685
0,1
1.55427619893888,0.729366041546622
14.2724877340894,0.64347675641236
4.70493146603218,0.913739419284964
0,1
0,1
0,0.674710955326367
0,1.02474612695249
0,1
2.07438330548255,0.590492166311336
19.5734447008351,0.418707825349758
0,1
0,1
0,1.00258142536568
0,1
0,1
0,0.561608175642278
0,1
2.0773256837001,0.907902815953186
0,1
0,0.644555090948918
0,0.555352602807141
5.57211927754809,0.977559787173766
0,1
0,0.49054677064065
1.18762433980772,0.798620030509096
7.2126238644783,0.770314466696052
7.27276621092402,0.723873562460388
0,1
4.35652638926346,0.746161250498839
5.9100967910277,0.95159728428265
0,0.632175230377531
6.91468852463492,0.718725470028377
3.64058560433048,0.60515082873252
0,0.667518713370797
2.07189645667285,0.793808181915972
3.19851297120405,0.813102308895822
4.99558685324699,0.813087642804059
3.88938682275987,0.922454199667672
4.04594553317318,0.93331992291623
1.32293774609148,0.782568313205184
7.80842056487118,0.789190656858013
9.14513339765756,0.924314907242702
0,1
0,1
5.57325240572247,0.860803121926571
0,1
0,1
4.49789939992194,0.728934728234975
0,1
2.43317173640428,0.757980631319868
0,1
0.471584844277255,0.705285555658444
0,1
7.551171545274,0.853744889919281
0,1
0,0.690241643271055
4.53245751985275,0.525806547164063
4.46397524343337,0.881157960397013
0,0.560268069439561
2.39611447612967,0.704772861581346
5.48149963708481,0.457293093625614
0,1
0,0.772338621254085
6.40718574388531,0.747011373658898
1.76117961559676,0.995889544108983
0,0.899935204091242
5.37767061475031,0.844709253261285
5.97731451997171,0.842465860572918
8.48619498065023,0.746359143572109
5.3401114299981,0.889609018553952
1.3977371494275,1.09300722400218
0,0.649092867922658
2.23588516733775,0.717788879826075
3.52431168752768,0.618322208534926
6.82212108972431,0.637869411963681
0,0.760868188633548
13.5191030176663,0.498210934065408
3.61749399424779,0.575262711859778
0,1
0,0.820290297619172
0,0.881755542327043
0,1
0,0.935261999386543
0,0.611668879922519
7.76573317146721,0.687736001717979
5.92941512294598,0.784521806968415
0,0.94515860056533
0.587252570402001,0.919537434842024
10.6886191793964,0.698335382950191
0,1
0,0.66204089188401
6.70515164367503,0.644434111964862
0,1
0,1
7.08358877183697,0.706244763049157
0,0.819713415268049
4.5391366843497,0.963770395109404
14.0101110088546,0.629718226355606
11.9823449705208,0.981477297783082
5.28568015870796,0.749694618723791
6.09802982670302,0.698372656425522
0,0.717896392149059
0,1
0,0.431515563832732
0,1
9.38363915968688,0.907978512911544
0,1
5.37865705773506,0.642416824568814
0,0.660253216687466
0,1
0,0.851785125488484
0,1
8.81791636452536,0.734369378516951
0,1
7.85339518346068,0.857494462659711
2.89949778083203,0.626634007508605
0,1
0,1
0,1
0,1
0,0.744642941766635
7.67062709391493,0.595369234673734
2.45420707749273,0.739045994388097
5.34306059091749,0.827328777503739
12.4663787036203,0.801381657729267
9.65845050380506,0.628890075775793
2.75440519400164,0.676093452535442
10.274768273543,0.864371752850391
3.79069587967429,0.782534485575284
0,0.849459865811197
0,1
6.1293927641068,0.815352130383926
0,1
8.40631912979284,0.735887957223595
2.5634883402996,0.8062253793318
1.58751261965418,0.479166638146727
6.56572765658294,0.814814172338258
0,0.651348793912608
0,1
0,1
0,0.621487397434425
8.48671210980494,0.851914135094891
3.67551142140795,0.746358911330477
1.48068043519395,0.886792001439907
0,0.971484738310281
5.59261695829048,0.783458028079033
3.42338835729241,0.845448565309387
0,0.796062127556558
2.31014992964932,0.686606652619932
0,1
0,0.567492505577473
0,1
0,0.546706348184474
2.80849272020175,0.53149085115132
0,1
0,1
12.8551081240453,0.607496896802969
0,1
0,1
1.86956855499308,0.835101766891011
0,0.570621302968917
0,1
0,0.606314310646143
0,1
2.78513445484996,0.787925578338404
0.593649219354091,1.22861927300898
0,1
0,1
0,0.73584688267995
5.36709532453472,0.678050759848064
0,1
16.5017313129899,0.826524916656836
0,1
0,0.705598825731044
0,0.938701101280877
0,0.89687988281384
0,0.679220710348551
0,0.812173310091713
0,1
0,0.802615297315333
7.50777944406029,0.77176874858957
0,1
0,1
0,0.929538948661243
0,1.01125862147376
0,0.830126792734672
0,1
0,1
0,1
0,1
15.0141743246158,0.775262824667247
0,0.566944054079892
0,1
7.5025125087561,0.79797473278133
0,1
7.85183330850194,0.789954974084483
0,1.13349625282018
0,1
9.50827802639368,0.645612024307741
0,0.821492263234448
0,1
7.33594039591217,0.653824687963699
3.38412294023822,0.562350054483743
0,1
0,0.670696714529335
0,0.777293106749251
0,1
5.91405081389502,1.09436832943946
1.26350486836361,0.662305075144267
6.25938990316467,0.794149314894324
0,1
0,1
0,1
0,1
5.741641655542,0.722770483545251
0,1
0,0.668057967997549
0,1
0,0.652480489725412
0.605608386473311,1.02676521839712
1.09429201486341,0.673258111239637
0,1.06867401534089
1.73606119480265,0.801811775335906
0,0.903096852950056
0,0.812052388366242
0,1
9.08899793431962,0.966918372830472
3.96681588968469,0.807822541551961
0,0.626553097650143
0,1
3.58966778671223,0.83044744654911
0,0.641485919022235
0,1
0,1
4.08685200908463,0.662863171441691
0,1
0,0.596628815458247
