"bigT","HRStar"
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
3,0.693
